,YEAR,MONTH,DATE,Mw,LAT (N),LONG (E),DEPTH (km),DATETIME
1169,1927,3,15.0,6.5,95.0,24.5,130.0,1927-03-15
1170,1927,3,15.0,6.1,97.5,38.5,35.0,1927-03-15
1171,1927,3,24.0,5.5,78.0,40.0,0.0,1927-03-24
1172,1927,4,18.0,6.1,71.0,37.0,200.0,1927-04-18
1173,1927,4,24.0,5.5,70.5,36.5,0.0,1927-04-24
1174,1927,4,28.0,5.5,92.5,15.5,0.0,1927-04-28
1175,1927,4,30.0,6.1,78.0,38.5,35.0,1927-04-30
1176,1927,5,2.0,5.5,81.5,39.0,0.0,1927-05-02
1177,1927,5,20.0,5.5,94.5,24.5,0.0,1927-05-20
1178,1927,8,25.0,5.5,90.0,22.0,0.0,1927-08-25
1179,1927,9,5.0,5.5,72.0,34.2,0.0,1927-09-05
1180,1927,9,30.0,5.5,72.0,34.2,0.0,1927-09-30
1181,1927,10,2.0,5.5,69.0,35.0,0.0,1927-10-02
1182,1927,10,7.0,5.5,69.5,36.8,0.0,1927-10-07
1183,1927,10,8.0,6.0,80.5,30.5,0.0,1927-10-08
1184,1927,10,29.0,5.5,75.0,39.0,0.0,1927-10-29
1185,1927,10,31.0,5.5,78.0,39.0,0.0,1927-10-31
1186,1927,11,18.0,5.5,68.0,21.5,0.0,1927-11-18
1187,1927,11,29.0,5.5,83.0,30.0,0.0,1927-11-29
1188,1927,12,1.0,5.5,81.5,39.0,0.0,1927-12-01
1197,1928,1,21.0,5.5,70.5,36.5,0.0,1928-01-21
1198,1928,2,25.0,5.8,67.0,37.5,35.0,1928-02-25
1199,1928,3,2.0,5.5,75.0,39.0,0.0,1928-03-02
1200,1928,3,7.0,5.5,75.0,39.0,0.0,1928-03-07
1201,1928,4,12.0,5.5,75.0,36.5,0.0,1928-04-12
1202,1928,4,15.0,5.5,75.0,39.0,0.0,1928-04-15
1203,1928,4,25.0,6.0,73.5,38.5,150.0,1928-04-25
1204,1928,5,19.0,6.0,93.0,13.0,0.0,1928-05-19
1205,1928,6,24.0,6.5,70.5,36.0,120.0,1928-06-24
1206,1928,7,6.0,5.8,62.5,4.0,35.0,1928-07-06
1207,1928,7,9.0,5.5,96.0,27.0,0.0,1928-07-09
1208,1928,7,27.0,6.1,95.5,6.0,100.0,1928-07-27
1209,1928,8,10.0,6.7,70.5,36.5,230.0,1928-08-10
1210,1928,8,19.0,5.5,64.0,30.0,0.0,1928-08-19
1211,1928,8,30.0,5.5,96.0,27.0,0.0,1928-08-30
1212,1928,9,1.0,6.2,68.5,29.0,35.0,1928-09-01
1213,1928,9,10.0,5.5,64.0,32.5,0.0,1928-09-10
1214,1928,10,12.0,5.5,95.0,23.0,0.0,1928-10-12
1215,1928,10,15.0,6.8,67.5,28.5,35.0,1928-10-15
1216,1928,10,21.0,5.5,66.3,28.5,0.0,1928-10-21
1217,1928,11,14.0,6.1,72.5,35.0,110.0,1928-11-14
1218,1928,12,10.0,6.1,98.0,3.0,35.0,1928-12-10
1219,1928,12,12.0,6.0,69.0,30.5,0.0,1928-12-12
1220,1928,12,14.0,6.0,69.0,30.5,0.0,1928-12-14
1221,1928,12,31.0,5.5,99.0,26.5,0.0,1928-12-31
1225,1929,3,25.0,5.765,29.0,94.5,35.0,1929-03-25
1236,1929,1,19.0,5.5,98.0,25.5,0.0,1929-01-19
1237,1929,2,1.0,7.1,70.5,36.5,220.0,1929-02-01
1238,1929,6,18.0,5.5,75.0,39.0,0.0,1929-06-18
1239,1929,6,19.0,5.5,98.0,25.5,0.0,1929-06-19
1240,1929,8,1.0,6.5,93.0,10.0,35.0,1929-08-01
1241,1929,8,8.0,6.0,97.0,21.0,0.0,1929-08-08
1242,1929,9,3.0,6.0,62.3,26.4,0.0,1929-09-03
1243,1929,9,9.0,5.5,98.5,25.5,0.0,1929-09-09
1244,1929,9,24.0,5.5,75.0,36.5,0.0,1929-09-24
1245,1929,10,16.0,6.0,98.5,25.5,0.0,1929-10-16
1246,1929,10,18.0,5.5,98.5,25.5,0.0,1929-10-18
1247,1929,10,29.0,5.5,96.0,26.0,0.0,1929-10-29
1248,1929,12,9.0,6.8,94.5,4.5,35.0,1929-12-09
1249,1929,12,15.0,5.5,97.8,18.0,0.0,1929-12-15
1257,1930,7,2.0,6.70175,25.5,90.0,60.0,1930-07-02
1271,1930,8,24.0,5.765,30.0,100.0,35.0,1930-08-24
1284,1930,2,8.0,5.5,76.5,39.5,0.0,1930-02-08
1285,1930,2,28.0,5.5,98.0,25.5,0.0,1930-02-28
1286,1930,3,3.0,5.5,99.0,26.5,0.0,1930-03-03
1287,1930,3,26.0,5.5,96.0,36.5,0.0,1930-03-26
1288,1930,4,10.0,5.5,76.5,39.5,0.0,1930-04-10
1289,1930,4,28.0,5.5,100.0,32.0,0.0,1930-04-28
1290,1930,4,28.0,6.0,98.0,25.5,0.0,1930-04-28
1291,1930,5,5.0,7.3,96.5,17.3,0.0,1930-05-05
1292,1930,5,11.0,5.5,77.0,31.7,0.0,1930-05-11
1293,1930,6,5.0,5.5,98.0,25.5,0.0,1930-06-05
1294,1930,6,25.0,5.5,77.5,25.0,0.0,1930-06-25
1295,1930,7,2.0,7.1,90.2,25.8,0.0,1930-07-02
1296,1930,7,3.0,5.5,90.2,25.8,0.0,1930-07-03
1297,1930,7,4.0,5.5,90.2,25.8,0.0,1930-07-04
1298,1930,7,4.0,5.5,90.8,25.8,0.0,1930-07-04
1299,1930,7,8.0,5.5,90.8,25.8,0.0,1930-07-08
1300,1930,7,8.0,5.5,90.8,25.8,0.0,1930-07-08
1301,1930,7,11.0,5.5,93.5,25.0,0.0,1930-07-11
1302,1930,7,13.0,5.5,90.8,25.8,0.0,1930-07-13
1303,1930,7,13.0,6.0,98.4,38.1,0.0,1930-07-13
1304,1930,7,14.0,5.5,68.0,38.0,0.0,1930-07-14
1305,1930,7,17.0,6.0,94.0,8.0,0.0,1930-07-17
1306,1930,8,6.0,5.5,98.0,25.5,0.0,1930-08-06
1307,1930,8,23.0,5.8,65.0,6.0,35.0,1930-08-23
1308,1930,8,24.0,5.5,100.0,30.0,0.0,1930-08-24
1309,1930,9,1.0,5.5,98.0,25.5,0.0,1930-09-01
1310,1930,9,1.0,5.5,81.1,35.2,0.0,1930-09-01
1311,1930,9,29.0,5.0,66.5,26.8,0.0,1930-09-29
1312,1930,10,7.0,5.5,98.5,25.5,0.0,1930-10-07
1313,1930,10,10.0,5.5,98.5,25.5,0.0,1930-10-10
1314,1930,11,4.0,6.0,97.9,24.3,0.0,1930-11-04
1315,1930,12,2.0,5.5,98.5,25.5,0.0,1930-12-02
1316,1930,12,3.0,5.5,96.5,17.3,0.0,1930-12-03
1317,1930,12,3.0,7.3,96.4,18.2,0.0,1930-12-03
1318,1930,12,4.0,5.5,97.0,23.8,0.0,1930-12-04
1319,1930,12,13.0,5.5,94.0,8.0,0.0,1930-12-13
1321,1931,1,27.0,7.013999999999999,25.6,96.8,60.0,1931-01-27
1327,1931,1,7.0,5.8,71.0,36.5,200.0,1931-01-07
1328,1931,1,20.0,6.5,71.5,36.5,220.0,1931-01-20
1329,1931,1,20.0,6.2,99.0,4.0,150.0,1931-01-20
1330,1931,1,27.0,7.6,96.8,25.4,0.0,1931-01-27
1331,1931,1,30.0,5.5,96.8,25.4,0.0,1931-01-30
1332,1931,2,10.0,5.8,96.0,25.5,35.0,1931-02-10
1333,1931,2,11.0,5.5,96.8,25.4,0.0,1931-02-11
1334,1931,2,13.0,5.5,96.0,11.5,0.0,1931-02-13
1335,1931,2,28.0,5.5,93.5,12.0,0.0,1931-02-28
1336,1931,3,5.0,6.1,96.0,3.0,35.0,1931-03-05
1337,1931,3,15.0,5.5,97.9,24.3,0.0,1931-03-15
1338,1931,4,2.0,5.5,98.5,25.5,0.0,1931-04-02
1339,1931,4,7.0,5.5,96.8,25.4,0.0,1931-04-07
1340,1931,5,20.0,5.5,96.8,25.4,0.0,1931-05-20
1341,1931,5,27.0,5.5,98.5,27.5,0.0,1931-05-27
1342,1931,6,9.0,5.5,69.3,32.9,0.0,1931-06-09
1343,1931,6,18.0,5.0,84.0,30.4,0.0,1931-06-18
1344,1931,6,25.0,5.5,100.0,27.0,0.0,1931-06-25
1345,1931,7,25.0,5.5,98.5,25.5,0.0,1931-07-25
1346,1931,7,29.0,5.5,98.0,35.0,0.0,1931-07-29
1347,1931,7,29.0,5.5,97.0,24.0,0.0,1931-07-29
1348,1931,8,4.0,5.5,98.0,28.3,0.0,1931-08-04
1349,1931,8,8.0,5.8,93.0,9.5,35.0,1931-08-08
1350,1931,8,11.0,5.5,98.5,27.5,0.0,1931-08-11
1351,1931,8,15.0,6.1,70.5,36.5,240.0,1931-08-15
1352,1931,8,24.0,7.0,67.7,30.2,0.0,1931-08-24
1353,1931,8,24.0,5.5,67.7,30.2,0.0,1931-08-24
1354,1931,8,25.0,5.5,67.7,30.2,0.0,1931-08-25
1355,1931,8,25.0,5.5,67.7,30.2,0.0,1931-08-25
1356,1931,8,26.0,5.8,69.0,28.0,35.0,1931-08-26
1357,1931,11,30.0,5.5,92.5,15.5,0.0,1931-11-30
1371,1932,8,14.0,6.6393,26.0,95.5,120.0,1932-08-14
1375,1932,1,3.0,5.5,98.5,25.5,0.0,1932-01-03
1376,1932,2,4.0,5.5,62.3,26.4,0.0,1932-02-04
1377,1932,2,5.0,5.5,96.8,25.4,0.0,1932-02-05
1378,1932,2,9.0,5.6,70.5,36.5,220.0,1932-02-09
1379,1932,2,21.0,5.8,63.0,4.0,35.0,1932-02-21
1380,1932,3,4.0,5.8,81.0,33.5,35.0,1932-03-04
1381,1932,3,6.0,5.0,92.5,25.5,0.0,1932-03-06
1382,1932,3,6.0,5.5,96.0,31.0,0.0,1932-03-06
1383,1932,3,24.0,5.5,90.2,25.8,0.0,1932-03-24
1384,1932,3,25.0,5.5,89.2,30.0,0.0,1932-03-25
1385,1932,3,26.0,5.8,66.5,2.0,35.0,1932-03-26
1386,1932,3,27.0,5.8,92.0,24.5,35.0,1932-03-27
1387,1932,4,3.0,6.1,70.5,36.75,250.0,1932-04-03
1388,1932,4,18.0,6.1,64.0,25.0,35.0,1932-04-18
1389,1932,4,30.0,5.5,70.5,36.5,0.0,1932-04-30
1390,1932,5,26.0,5.5,96.8,25.4,0.0,1932-05-26
1391,1932,6,16.0,6.8,97.5,3.0,80.0,1932-06-16
1392,1932,8,14.0,7.0,95.7,25.8,120.0,1932-08-14
1393,1932,8,14.0,5.5,95.5,22.0,0.0,1932-08-14
1394,1932,9,20.0,6.0,93.6,8.5,0.0,1932-09-20
1395,1932,10,29.0,6.0,72.0,39.5,0.0,1932-10-29
1396,1932,11,9.0,5.5,92.0,26.5,0.0,1932-11-09
1397,1932,12,11.0,6.0,93.9,8.8,0.0,1932-12-11
1398,1932,12,25.0,7.6,96.4,39.2,0.0,1932-12-25
1405,1933,1,9.0,5.8,70.5,36.5,200.0,1933-01-09
1406,1933,1,17.0,5.8,97.0,40.0,35.0,1933-01-17
1407,1933,1,20.0,5.8,70.5,36.5,230.0,1933-01-20
1408,1933,3,6.0,5.8,90.5,25.7,0.0,1933-03-06
1409,1933,3,31.0,5.8,97.4,36.8,0.0,1933-03-31
1410,1933,5,12.0,5.6,97.9,24.3,0.0,1933-05-12
1411,1933,5,16.0,6.5,96.5,7.0,35.0,1933-05-16
1412,1933,5,19.0,5.4,98.4,38.1,0.0,1933-05-19
1413,1933,5,21.0,5.8,70.5,36.5,220.0,1933-05-21
1414,1933,5,27.0,6.0,70.5,37.0,230.0,1933-05-27
1415,1933,6,1.0,5.8,94.0,4.0,35.0,1933-06-01
1416,1933,6,7.0,6.2,100.0,27.5,0.0,1933-06-07
1417,1933,7,3.0,5.8,97.0,19.0,35.0,1933-07-03
1418,1933,7,7.0,5.8,65.0,24.0,35.0,1933-07-07
1429,1934,6,2.0,6.32705,24.5,95.0,130.0,1934-06-02
1432,1934,12,15.0,6.70175,31.3,89.3,60.0,1934-12-15
1433,1934,1,15.0,8.3,86.8,26.6,0.0,1934-01-15
1434,1934,1,16.0,5.6,86.0,28.0,0.0,1934-01-16
1435,1934,1,19.0,5.7,98.5,25.5,0.0,1934-01-19
1436,1934,3,11.0,5.7,96.5,38.4,0.0,1934-03-11
1437,1934,4,3.0,5.8,65.0,35.5,35.0,1934-04-03
1438,1934,4,12.0,5.7,98.5,25.5,0.0,1934-04-12
1439,1934,4,14.0,5.0,75.5,29.0,0.0,1934-04-14
1440,1934,4,19.0,5.8,65.0,24.0,35.0,1934-04-19
1441,1934,5,1.0,5.8,69.0,27.0,35.0,1934-05-01
1442,1934,5,1.0,7.0,97.5,3.5,145.0,1934-05-01
1443,1934,5,12.0,5.8,96.5,4.0,35.0,1934-05-12
1444,1934,5,22.0,5.7,94.0,8.0,0.0,1934-05-22
1445,1934,6,2.0,6.5,95.0,24.5,130.0,1934-06-02
1446,1934,6,13.0,6.5,62.6,27.5,0.0,1934-06-13
1447,1934,6,23.0,6.1,92.5,33.0,35.0,1934-06-23
1448,1934,7,5.0,5.0,69.8,37.7,0.0,1934-07-05
1449,1934,7,21.0,5.5,89.4,25.8,0.0,1934-07-21
1450,1934,7,22.0,6.7,70.5,36.5,200.0,1934-07-22
1451,1934,7,31.0,5.8,96.0,4.0,35.0,1934-07-31
1452,1934,7,31.0,6.1,96.25,3.5,35.0,1934-07-31
1453,1934,8,31.0,5.8,70.5,38.7,0.0,1934-08-31
1454,1934,9,8.0,5.1,71.0,38.5,0.0,1934-09-08
1455,1934,9,21.0,6.2,99.0,2.0,100.0,1934-09-21
1456,1934,9,23.0,5.5,73.3,39.3,0.0,1934-09-23
1457,1934,9,26.0,5.6,70.5,36.5,0.0,1934-09-26
1458,1934,10,19.0,5.7,82.0,33.6,0.0,1934-10-19
1459,1934,11,15.0,5.6,71.0,36.3,0.0,1934-11-15
1460,1934,11,18.0,6.5,70.7,36.2,160.0,1934-11-18
1461,1934,12,15.0,7.1,89.0,31.5,0.0,1934-12-15
1462,1934,12,18.0,5.7,89.1,30.9,0.0,1934-12-18
1463,1934,12,21.0,5.5,89.0,31.5,0.0,1934-12-21
1474,1935,4,23.0,6.1397,24.0,94.7,110.0,1935-04-23
1485,1935,1,3.0,6.3,88.0,30.8,0.0,1935-01-03
1486,1935,2,3.0,6.1,70.5,36.5,230.0,1935-02-03
1487,1935,3,5.0,5.8,80.4,29.6,0.0,1935-03-05
1488,1935,3,15.0,5.4,80.4,29.6,0.0,1935-03-15
1489,1935,3,21.0,6.2,89.5,24.4,0.0,1935-03-21
1490,1935,3,21.0,5.5,85.0,27.0,0.0,1935-03-21
1491,1935,4,3.0,5.7,70.7,36.2,160.0,1935-04-03
1492,1935,4,11.0,5.7,95.8,13.0,0.0,1935-04-11
1493,1935,7,5.0,6.5,67.4,37.7,0.0,1935-07-05
1494,1935,7,28.0,5.7,71.0,36.0,0.0,1935-07-28
1495,1935,7,29.0,5.7,73.8,39.6,150.0,1935-07-29
1496,1935,7,31.0,5.5,73.8,39.6,0.0,1935-07-31
1497,1935,8,3.0,6.5,96.2,5.1,0.0,1935-08-03
1498,1935,9,29.0,5.5,79.0,39.5,0.0,1935-09-29
1499,1935,10,4.0,5.3,66.5,29.6,0.0,1935-10-04
1500,1935,10,6.0,5.5,90.5,35.0,0.0,1935-10-06
1501,1935,10,8.0,5.7,70.5,38.7,0.0,1935-10-08
1502,1935,10,11.0,6.0,70.5,36.5,230.0,1935-10-11
1503,1935,10,20.0,5.5,61.5,19.5,0.0,1935-10-20
1504,1935,10,26.0,5.6,73.3,39.3,0.0,1935-10-26
1505,1935,11,25.0,6.5,94.0,6.0,35.0,1935-11-25
1506,1935,11,26.0,5.8,93.7,5.5,0.0,1935-11-26
1507,1935,12,19.0,5.8,70.5,36.5,230.0,1935-12-19
1508,1935,12,29.0,6.0,98.5,25.5,0.0,1935-12-29
1512,1936,2,11.0,5.765,27.5,87.0,50.0,1936-02-11
1530,1936,2,11.0,5.8,87.0,27.5,50.0,1936-02-11
1531,1936,2,18.0,5.7,89.1,30.9,0.0,1936-02-18
1532,1936,2,21.0,5.8,96.0,23.0,35.0,1936-02-21
1533,1936,4,19.0,6.5,93.0,10.5,35.0,1936-04-19
1534,1936,5,7.0,5.4,69.5,36.2,0.0,1936-05-07
1535,1936,5,10.0,5.7,96.8,26.3,0.0,1936-05-10
1536,1936,5,27.0,7.0,83.3,28.4,0.0,1936-05-27
1537,1936,5,30.0,5.3,90.5,25.7,0.0,1936-05-30
1538,1936,6,9.0,5.5,87.0,27.5,0.0,1936-06-09
1539,1936,6,10.0,5.6,64.0,26.5,0.0,1936-06-10
1540,1936,6,10.0,5.4,64.0,26.5,0.0,1936-06-10
1541,1936,6,11.0,5.1,64.8,26.3,0.0,1936-06-11
1542,1936,6,18.0,5.8,90.3,26.6,0.0,1936-06-18
1543,1936,6,19.0,6.0,96.9,26.4,0.0,1936-06-19
1544,1936,6,24.0,5.6,67.4,37.7,0.0,1936-06-24
1545,1936,6,29.0,6.5,70.7,36.2,230.0,1936-06-29
1546,1936,7,4.0,6.5,99.0,4.0,200.0,1936-07-04
1547,1936,7,22.0,5.6,68.1,28.0,0.0,1936-07-22
1548,1936,8,20.0,5.7,70.7,36.2,0.0,1936-08-20
1549,1936,8,23.0,7.3,95.0,5.0,40.0,1936-08-23
1550,1936,8,29.0,5.0,71.9,38.6,0.0,1936-08-29
1551,1936,9,7.0,5.7,87.0,27.5,0.0,1936-09-07
1552,1936,9,19.0,7.2,97.5,3.75,35.0,1936-09-19
1573,1937,7,12.0,6.0,95.7,5.6,0.0,1937-07-12
1574,1937,7,23.0,5.7,73.2,38.1,0.0,1937-07-23
1575,1937,8,4.0,6.1,95.5,6.0,120.0,1937-08-04
1576,1937,8,15.0,5.8,90.0,30.0,0.0,1937-08-15
1577,1937,8,31.0,6.2,96.8,25.9,0.0,1937-08-31
1578,1937,9,9.0,5.1,71.0,36.3,0.0,1937-09-09
1579,1937,9,9.0,5.7,94.7,24.9,0.0,1937-09-09
1580,1937,10,20.0,5.9,78.1,31.1,0.0,1937-10-20
1581,1937,10,29.0,6.2,70.5,36.5,230.0,1937-10-29
1582,1937,11,7.0,5.5,73.2,34.6,0.0,1937-11-07
1583,1937,11,11.0,5.2,63.5,20.0,0.0,1937-11-11
1584,1937,11,13.0,5.2,69.7,38.8,0.0,1937-11-13
1585,1937,11,14.0,7.2,71.0,36.3,240.0,1937-11-14
1586,1937,11,15.0,6.2,78.1,35.1,0.0,1937-11-15
1587,1937,11,16.0,5.0,99.5,34.5,200.0,1937-11-16
1588,1937,11,30.0,6.5,90.0,5.5,35.0,1937-11-30
1599,1938,4,14.0,6.5144,23.5,95.0,130.0,1938-04-14
1614,1938,8,16.0,6.7642,23.5,94.3,60.0,1938-08-16
1623,1938,11,21.0,6.0148,30.0,95.0,35.0,1938-11-21
1624,1938,1,4.0,5.3,98.0,32.5,0.0,1938-01-04
1625,1938,1,18.0,6.0,70.5,36.5,250.0,1938-01-18
1626,1938,1,26.0,5.2,71.0,36.3,200.0,1938-01-26
1627,1938,1,29.0,5.8,87.0,27.5,0.0,1938-01-29
1628,1938,2,4.0,5.6,65.0,26.0,0.0,1938-02-04
1629,1938,2,26.0,5.7,90.5,28.0,0.0,1938-02-26
1630,1938,3,1.0,5.7,92.0,11.0,0.0,1938-03-01
1631,1938,3,13.0,5.7,66.5,27.0,0.0,1938-03-13
1632,1938,3,14.0,6.2,75.75,21.5,50.0,1938-03-14
1633,1938,4,6.0,5.6,70.5,36.5,240.0,1938-04-06
1634,1938,4,13.0,5.2,91.0,26.0,0.0,1938-04-13
1635,1938,4,14.0,6.8,95.0,23.5,130.0,1938-04-14
1636,1938,5,6.0,5.0,94.7,24.9,0.0,1938-05-06
1637,1938,5,6.0,6.0,95.0,24.5,100.0,1938-05-06
1638,1938,7,19.0,5.0,70.4,22.4,0.0,1938-07-19
1639,1938,7,23.0,5.8,70.4,22.4,0.0,1938-07-23
1640,1938,8,5.0,5.6,71.5,36.5,0.0,1938-08-05
1641,1938,8,16.0,7.2,94.25,23.5,35.0,1938-08-16
1642,1938,8,22.0,5.8,99.0,36.75,35.0,1938-08-22
1643,1938,8,23.0,5.7,92.8,32.2,0.0,1938-08-23
1644,1938,9,10.0,6.0,79.2,7.7,0.0,1938-09-10
1645,1938,10,7.0,6.1,93.7,9.5,0.0,1938-10-07
1646,1938,10,7.0,5.8,93.7,9.5,0.0,1938-10-07
1653,1939,5,27.0,6.5144,24.5,94.0,75.0,1939-05-27
1660,1939,5,30.0,5.6,76.3,39.4,0.0,1939-05-30
1661,1939,5,30.0,5.8,70.7,39.2,0.0,1939-05-30
1662,1939,6,4.0,5.7,86.5,28.5,0.0,1939-06-04
1663,1939,6,6.0,5.1,70.0,35.9,0.0,1939-06-06
1664,1939,6,19.0,5.8,71.0,36.5,35.0,1939-06-19
1665,1939,6,19.0,5.8,94.0,23.5,35.0,1939-06-19
1666,1939,7,18.0,6.2,93.5,6.5,0.0,1939-07-18
1667,1939,7,18.0,5.8,93.0,8.0,60.0,1939-07-18
1668,1939,8,7.0,5.8,77.5,4.0,35.0,1939-08-07
1669,1939,9,6.0,5.0,67.0,36.5,0.0,1939-09-06
1670,1939,9,14.0,6.1,95.0,12.0,100.0,1939-09-14
1671,1939,9,25.0,6.1,93.9,8.7,0.0,1939-09-25
1672,1939,11,21.0,6.9,71.0,36.3,200.0,1939-11-21
1673,1939,12,19.0,5.8,70.5,36.5,220.0,1939-12-19
1681,1940,5,11.0,6.32705,23.7,94.2,80.0,1940-05-11
1697,1940,1,7.0,5.7,64.0,25.0,0.0,1940-01-07
1698,1940,1,10.0,6.0,98.8,35.0,0.0,1940-01-10
1699,1940,1,26.0,6.0,72.0,36.5,200.0,1940-01-26
1700,1940,2,2.0,5.1,70.5,37.0,0.0,1940-02-02
1701,1940,2,8.0,5.7,71.0,36.3,200.0,1940-02-08
1702,1940,2,13.0,5.7,92.0,27.0,0.0,1940-02-13
1703,1940,2,16.0,5.5,94.0,32.5,0.0,1940-02-16
1704,1940,3,19.0,6.1,70.0,35.75,50.0,1940-03-19
1705,1940,3,27.0,5.8,61.0,5.0,0.0,1940-03-27
1706,1940,3,29.0,5.8,96.5,2.0,35.0,1940-03-29
1707,1940,4,10.0,5.5,81.5,30.0,0.0,1940-04-10
1708,1940,5,11.0,6.5,94.25,23.75,80.0,1940-05-11
1709,1940,5,27.0,6.2,71.0,37.0,240.0,1940-05-27
1710,1940,7,17.0,5.4,70.9,37.3,0.0,1940-07-17
1711,1940,7,17.0,5.6,70.9,37.3,0.0,1940-07-17
1712,1940,8,1.0,5.5,72.4,37.6,0.0,1940-08-01
1713,1940,8,2.0,5.2,90.5,28.0,0.0,1940-08-02
1714,1940,8,8.0,5.7,70.5,38.6,125.0,1940-08-08
1715,1940,8,29.0,5.8,90.8,34.9,0.0,1940-08-29
1716,1940,9,3.0,5.8,91.5,31.0,35.0,1940-09-03
1717,1940,9,3.0,5.6,91.5,30.5,0.0,1940-09-03
1718,1940,9,4.0,5.5,91.5,33.5,0.0,1940-09-04
1719,1940,9,21.0,6.2,70.5,36.5,250.0,1940-09-21
1720,1940,9,22.0,6.1,93.9,8.7,0.0,1940-09-22
1721,1940,10,4.0,6.1,92.0,30.0,35.0,1940-10-04
1724,1941,1,21.0,6.8,27.0,92.0,100.0,1941-01-21
1729,1941,2,23.0,5.70255,28.0,96.0,90.0,1941-02-23
1757,1941,12,26.0,6.6393,21.5,99.0,35.0,1941-12-26
1758,1941,4,14.0,5.8,71.0,36.0,240.0,1941-04-14
1759,1941,4,19.0,6.0,97.0,39.0,0.0,1941-04-19
1760,1941,4,20.0,6.5,70.7,39.2,0.0,1941-04-20
1761,1941,4,26.0,5.8,70.5,38.6,0.0,1941-04-26
1762,1941,5,6.0,6.1,70.5,39.0,60.0,1941-05-06
1763,1941,5,14.0,5.9,98.4,25.8,0.0,1941-05-14
1764,1941,5,15.0,6.1,70.0,36.5,230.0,1941-05-15
1765,1941,5,16.0,6.9,99.0,24.0,35.0,1941-05-16
1766,1941,5,17.0,5.8,71.0,36.3,250.0,1941-05-17
1767,1941,5,22.0,5.8,93.0,27.5,35.0,1941-05-22
1768,1941,6,17.0,5.6,71.0,36.3,0.0,1941-06-17
1769,1941,6,26.0,8.1,92.5,12.5,35.0,1941-06-26
1770,1941,6,27.0,5.9,92.5,12.4,0.0,1941-06-27
1771,1941,6,27.0,6.3,92.5,12.4,0.0,1941-06-27
1772,1941,6,27.0,5.9,92.5,12.4,0.0,1941-06-27
1773,1941,6,28.0,5.9,92.5,12.4,0.0,1941-06-28
1774,1941,6,30.0,5.5,92.5,12.4,0.0,1941-06-30
1775,1941,7,2.0,6.1,92.5,12.4,0.0,1941-07-02
1776,1941,7,9.0,6.0,92.5,12.4,0.0,1941-07-09
1777,1941,7,14.0,6.1,93.0,12.0,35.0,1941-07-14
1778,1941,7,21.0,6.0,92.5,12.4,0.0,1941-07-21
1779,1941,8,1.0,5.9,85.5,33.0,0.0,1941-08-01
1780,1941,8,2.0,5.7,100.0,30.0,0.0,1941-08-02
1781,1941,8,9.0,6.1,93.0,12.5,35.0,1941-08-09
1782,1941,8,13.0,5.4,70.7,39.2,0.0,1941-08-13
1783,1941,8,19.0,5.8,93.0,9.0,35.0,1941-08-19
1784,1941,8,30.0,6.3,92.5,12.4,0.0,1941-08-30
1785,1941,9,6.0,5.8,92.0,27.0,0.0,1941-09-06
1786,1941,9,21.0,6.1,92.0,11.0,0.0,1941-09-21
1787,1941,9,29.0,5.7,67.2,30.7,0.0,1941-09-29
1788,1941,10,23.0,5.5,92.5,12.4,0.0,1941-10-23
1789,1941,10,31.0,5.9,98.4,25.8,0.0,1941-10-31
1790,1941,11,12.0,6.2,94.0,6.0,60.0,1941-11-12
1791,1941,11,28.0,6.0,70.5,36.5,220.0,1941-11-28
1792,1941,12,26.0,7.0,99.0,21.5,35.0,1941-12-26
1799,1942,1,30.0,6.2,95.1,6.1,0.0,1942-01-30
1800,1942,2,21.0,5.9,90.3,24.0,0.0,1942-02-21
1801,1942,2,28.0,5.6,70.7,39.2,0.0,1942-02-28
1802,1942,3,22.0,6.1,70.25,36.5,210.0,1942-03-22
1808,1943,10,23.0,6.7642,26.0,93.0,60.0,1943-10-23
1810,1943,2,6.0,6.2,63.0,24.5,35.0,1943-02-06
1811,1943,2,6.0,5.8,71.0,36.3,220.0,1943-02-06
1812,1943,2,8.0,6.0,92.0,27.0,0.0,1943-02-08
1813,1943,2,28.0,7.0,71.0,36.3,0.0,1943-02-28
1814,1943,3,2.0,5.8,90.1,33.0,0.0,1943-03-02
1815,1943,4,5.0,6.5,72.5,39.0,100.0,1943-04-05
1816,1943,4,20.0,5.8,71.0,36.3,0.0,1943-04-20
1817,1943,6,2.0,6.5,71.9,39.5,0.0,1943-06-02
1818,1943,7,15.0,5.7,78.3,39.9,0.0,1943-07-15
1819,1943,9,9.0,5.8,71.0,36.3,0.0,1943-09-09
1820,1943,9,24.0,6.5,73.5,36.4,0.0,1943-09-24
1821,1943,10,10.0,5.7,82.0,35.0,0.0,1943-10-10
1822,1943,10,23.0,7.2,93.0,26.0,35.0,1943-10-23
1823,1943,11,2.0,5.8,69.7,38.8,0.0,1943-11-02
1824,1943,11,27.0,5.7,70.2,31.8,0.0,1943-11-27
1825,1943,11,27.0,5.5,70.2,31.8,0.0,1943-11-27
1826,1943,12,5.0,5.7,71.0,36.3,0.0,1943-12-05
1827,1943,12,6.0,6.2,93.6,15.0,0.0,1943-12-06
1828,1943,12,12.0,5.8,70.0,35.9,0.0,1943-12-12
1829,1943,12,28.0,5.7,71.0,36.3,280.0,1943-12-28
1836,1944,3,15.0,5.8,73.0,39.5,0.0,1944-03-15
